"",optimizer,layers,dropout_rate,epochs,batch_size,mae,mse,r2,training_time,epochs_trained,history
14,adam,"[128, 64]",0.2,50,16,28.094130,1360.067481,0.910761,37.680457,33,"{'loss': [72.60932159423828, 33.63548278808594, 30.812841415405273, 30.341419219970703, 30.417312622070312, 29.82091522216797, 29.86178970336914, 29.66521644592285, 29.571332931518555, 29.660442352294922, 29.347837448120117, 29.24178123474121, 29.43746566772461, 29.354660034179688, 29.449743270874023, 29.17762565612793, 28.673803329467773, 28.49337387084961, 29.15133285522461, 28.66678237915039, 28.7401180267334, 28.61202049255371, 28.356157302856445, 29.020206451416016, 28.300121307373047, 28.57965850830078, 28.49861717224121, 28.484102249145508, 28.484619140625, 28.69904327392578, 28.51108741760254, 28.640127182006836, 28.21399688720703], 'mae': [72.60932159423828, 33.63548278808594, 30.812841415405273, 30.341419219970703, 30.417312622070312, 29.82091522216797, 29.86178970336914, 29.66521644592285, 29.571332931518555, 29.660442352294922, 29.347837448120117, 29.24178123474121, 29.43746566772461, 29.354660034179688, 29.449743270874023, 29.17762565612793, 28.673803329467773, 28.49337387084961, 29.15133285522461, 28.66678237915039, 28.7401180267334, 28.61202049255371, 28.356157302856445, 29.020206451416016, 28.300121307373047, 28.57965850830078, 28.49861717224121, 28.484102249145508, 28.484619140625, 28.69904327392578, 28.51108741760254, 28.640127182006836, 28.21399688720703], 'mse': [16073.6240234375, 2802.1767578125, 2260.219970703125, 2133.240478515625, 2117.32666015625, 2055.4677734375, 2018.034912109375, 1943.4034423828125, 1938.22314453125, 1953.4337158203125, 1839.4490966796875, 1809.5318603515625, 1820.2445068359375, 1819.3262939453125, 1770.0362548828125, 1699.981689453125, 1657.1075439453125, 1579.98193359375, 1626.910888671875, 1568.6368408203125, 1576.028564453125, 1529.2464599609375, 1488.64111328125, 1603.2611083984375, 1479.336181640625, 1511.6207275390625, 1499.09619140625, 1521.880126953125, 1496.9034423828125, 1541.4005126953125, 1534.2457275390625, 1552.52099609375, 1458.6820068359375], 'val_loss': [49.439449310302734, 27.043926239013672, 26.465822219848633, 26.43745994567871, 26.091482162475586, 26.65241050720215, 26.144134521484375, 25.999923706054688, 25.96747398376465, 25.84853744506836, 25.882503509521484, 25.786441802978516, 25.756895065307617, 26.073997497558594, 25.842660903930664, 25.72825813293457, 25.845335006713867, 25.702552795410156, 25.636585235595703, 25.9145565032959, 25.522123336791992, 26.06207275390625, 26.058244705200195, 25.54930305480957, 25.581478118896484, 25.517745971679688, 25.55396842956543, 25.46642303466797, 25.49053382873535, 25.74683952331543, 25.948894500732422, 25.53071403503418, 25.480009078979492], 'val_mae': [49.439449310302734, 27.043926239013672, 26.465822219848633, 26.43745994567871, 26.091482162475586, 26.65241050720215, 26.144134521484375, 25.999923706054688, 25.96747398376465, 25.84853744506836, 25.882503509521484, 25.786441802978516, 25.756895065307617, 26.073997497558594, 25.842660903930664, 25.72825813293457, 25.845335006713867, 25.702552795410156, 25.636585235595703, 25.9145565032959, 25.522123336791992, 26.06207275390625, 26.058244705200195, 25.54930305480957, 25.581478118896484, 25.517745971679688, 25.55396842956543, 25.46642303466797, 25.49053382873535, 25.74683952331543, 25.948894500732422, 25.53071403503418, 25.480009078979492], 'val_mse': [6835.39111328125, 1260.8436279296875, 1178.10986328125, 1165.2520751953125, 1157.47314453125, 1209.27294921875, 1138.13671875, 1137.298828125, 1137.33935546875, 1132.400390625, 1139.826904296875, 1131.482177734375, 1113.04052734375, 1111.0838623046875, 1121.0211181640625, 1115.185791015625, 1111.1219482421875, 1110.4482421875, 1112.93603515625, 1112.2984619140625, 1111.4967041015625, 1112.869384765625, 1108.7366943359375, 1099.9404296875, 1120.0028076171875, 1113.0289306640625, 1104.197509765625, 1114.423095703125, 1114.5546875, 1118.59912109375, 1123.3370361328125, 1117.59619140625, 1115.243896484375], 'learning_rate': [0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0005000000237487257, 0.0005000000237487257, 0.0005000000237487257, 0.0005000000237487257, 0.0005000000237487257, 0.0005000000237487257, 0.0005000000237487257, 0.0002500000118743628, 0.0002500000118743628]}"
84,sgd,"[64, 64]",0.5,50,16,28.334581,1423.765707,0.906582,17.659276,37,"{'loss': [82.45260620117188, 48.92983627319336, 39.01090621948242, 37.4015007019043, 37.01912307739258, 36.83473587036133, 36.37123489379883, 35.9920654296875, 35.882076263427734, 35.25731658935547, 34.90937423706055, 34.62712478637695, 34.35050582885742, 34.1276741027832, 33.52152633666992, 33.6346549987793, 33.494842529296875, 32.82811737060547, 33.113067626953125, 33.331642150878906, 33.4461555480957, 33.234886169433594, 32.94697952270508, 33.320858001708984, 33.48422622680664, 33.413597106933594, 32.86603546142578, 33.17464828491211, 32.5335807800293, 33.11294937133789, 32.99015426635742, 33.0853385925293, 32.886260986328125, 32.70500946044922, 32.619873046875, 32.97657012939453, 32.792213439941406], 'mae': [82.45260620117188, 48.92983627319336, 39.01090621948242, 37.4015007019043, 37.01912307739258, 36.83473587036133, 36.37123489379883, 35.9920654296875, 35.882076263427734, 35.25731658935547, 34.90937423706055, 34.62712478637695, 34.35050582885742, 34.1276741027832, 33.52152633666992, 33.6346549987793, 33.494842529296875, 32.82811737060547, 33.113067626953125, 33.331642150878906, 33.4461555480957, 33.234886169433594, 32.94697952270508, 33.320858001708984, 33.48422622680664, 33.413597106933594, 32.86603546142578, 33.17464828491211, 32.5335807800293, 33.11294937133789, 32.99015426635742, 33.0853385925293, 32.886260986328125, 32.70500946044922, 32.619873046875, 32.97657012939453, 32.792213439941406], 'mse': [20594.22265625, 7355.54541015625, 3932.938232421875, 3676.385498046875, 3616.148681640625, 3375.36767578125, 3278.44384765625, 3243.69775390625, 3091.630126953125, 2950.3701171875, 2932.723388671875, 2886.223388671875, 2728.906494140625, 2715.64697265625, 2508.652587890625, 2549.12353515625, 2485.68310546875, 2321.080078125, 2362.42041015625, 2557.171875, 2422.8173828125, 2514.222900390625, 2433.4052734375, 2425.060546875, 2512.458984375, 2559.37353515625, 2426.84521484375, 2396.312255859375, 2282.55126953125, 2301.3837890625, 2386.495849609375, 2432.170654296875, 2308.96533203125, 2270.762939453125, 2217.255859375, 2388.531494140625, 2371.9150390625], 'val_loss': [77.53070068359375, 29.30016326904297, 29.602285385131836, 28.515296936035156, 29.325416564941406, 28.27911949157715, 27.11501121520996, 26.786258697509766, 28.095298767089844, 28.39631462097168, 26.927698135375977, 26.54791259765625, 26.447891235351562, 26.513935089111328, 28.716753005981445, 26.47844123840332, 26.84510040283203, 26.326831817626953, 25.982685089111328, 26.31293487548828, 25.7764949798584, 25.897705078125, 26.24366569519043, 26.13863754272461, 25.82918357849121, 25.729324340820312, 25.691396713256836, 25.743497848510742, 25.891813278198242, 25.68480110168457, 25.60765266418457, 25.53384780883789, 25.83417320251465, 25.962051391601562, 26.39546775817871, 25.578996658325195, 25.75786018371582], 'val_mae': [77.53070068359375, 29.30016326904297, 29.602285385131836, 28.515296936035156, 29.325416564941406, 28.27911949157715, 27.11501121520996, 26.786258697509766, 28.095298767089844, 28.39631462097168, 26.927698135375977, 26.54791259765625, 26.447891235351562, 26.513935089111328, 28.716753005981445, 26.47844123840332, 26.84510040283203, 26.326831817626953, 25.982685089111328, 26.31293487548828, 25.7764949798584, 25.897705078125, 26.24366569519043, 26.13863754272461, 25.82918357849121, 25.729324340820312, 25.691396713256836, 25.743497848510742, 25.891813278198242, 25.68480110168457, 25.60765266418457, 25.53384780883789, 25.83417320251465, 25.962051391601562, 26.39546775817871, 25.578996658325195, 25.75786018371582], 'val_mse': [21456.12109375, 1433.31591796875, 1462.1971435546875, 1290.3016357421875, 1393.224853515625, 1335.3585205078125, 1254.0262451171875, 1200.539306640625, 1353.4803466796875, 1387.0333251953125, 1192.001708984375, 1158.4375, 1165.0836181640625, 1143.8179931640625, 1455.4163818359375, 1172.4837646484375, 1187.3416748046875, 1177.91748046875, 1124.0599365234375, 1180.13525390625, 1120.5765380859375, 1136.5692138671875, 1169.47216796875, 1139.5955810546875, 1120.875, 1133.8795166015625, 1125.30126953125, 1119.732666015625, 1126.809814453125, 1113.5048828125, 1129.4959716796875, 1123.8758544921875, 1125.102294921875, 1134.8580322265625, 1192.739501953125, 1122.727294921875, 1113.964599609375], 'learning_rate': [0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.004999999888241291, 0.004999999888241291, 0.004999999888241291, 0.004999999888241291, 0.004999999888241291, 0.0024999999441206455, 0.0024999999441206455, 0.0024999999441206455, 0.0024999999441206455, 0.0024999999441206455, 0.0024999999441206455, 0.0024999999441206455, 0.0024999999441206455, 0.0012499999720603228, 0.0012499999720603228, 0.0012499999720603228, 0.0012499999720603228, 0.0012499999720603228, 0.0012499999720603228, 0.0012499999720603228, 0.0012499999720603228, 0.0012499999720603228, 0.0012499999720603228, 0.0012499999720603228, 0.0006249999860301614, 0.0006249999860301614]}"
51,sgd,"[64, 64]",0.5,150,16,28.561586,1514.053075,0.900658,29.337036,50,"{'loss': [81.30436706542969, 44.492279052734375, 38.81618118286133, 37.99961853027344, 37.457115173339844, 37.25642776489258, 36.06919479370117, 36.003257751464844, 36.254085540771484, 35.353363037109375, 35.771331787109375, 34.52752685546875, 33.785858154296875, 34.77397537231445, 33.990478515625, 33.5408935546875, 32.718109130859375, 33.71714401245117, 32.94856262207031, 33.06433868408203, 32.884613037109375, 33.06637954711914, 33.316593170166016, 33.332191467285156, 32.90452575683594, 32.930538177490234, 33.313106536865234, 33.23283386230469, 33.98954391479492, 32.97602081298828, 32.77983093261719, 32.930301666259766, 32.31356430053711, 33.166473388671875, 32.68595504760742, 32.82621383666992, 33.11093521118164, 32.92920684814453, 32.9302978515625, 32.469791412353516, 33.67191696166992, 32.07105255126953, 32.366756439208984, 33.01689147949219, 32.761592864990234, 32.68866729736328, 33.38340377807617, 33.1462287902832, 33.00876998901367, 32.61164474487305], 'mae': [81.30436706542969, 44.492279052734375, 38.81618118286133, 37.99961853027344, 37.457115173339844, 37.25642776489258, 36.06919479370117, 36.003257751464844, 36.254085540771484, 35.353363037109375, 35.771331787109375, 34.52752685546875, 33.785858154296875, 34.77397537231445, 33.990478515625, 33.5408935546875, 32.718109130859375, 33.71714401245117, 32.94856262207031, 33.06433868408203, 32.884613037109375, 33.06637954711914, 33.316593170166016, 33.332191467285156, 32.90452575683594, 32.930538177490234, 33.313106536865234, 33.23283386230469, 33.98954391479492, 32.97602081298828, 32.77983093261719, 32.930301666259766, 32.31356430053711, 33.166473388671875, 32.68595504760742, 32.82621383666992, 33.11093521118164, 32.92920684814453, 32.9302978515625, 32.469791412353516, 33.67191696166992, 32.07105255126953, 32.366756439208984, 33.01689147949219, 32.761592864990234, 32.68866729736328, 33.38340377807617, 33.1462287902832, 33.00876998901367, 32.61164474487305], 'mse': [19971.767578125, 5396.52392578125, 3877.112060546875, 3700.26708984375, 3655.488525390625, 3642.313720703125, 3328.722900390625, 3313.48779296875, 3389.080322265625, 3038.92041015625, 3151.9404296875, 2843.786865234375, 2588.703369140625, 2949.921142578125, 2646.925048828125, 2588.286865234375, 2168.014404296875, 2506.858154296875, 2401.763427734375, 2363.504638671875, 2433.157470703125, 2331.330810546875, 2420.743408203125, 2378.96728515625, 2308.967041015625, 2343.7978515625, 2551.428466796875, 2509.90380859375, 2678.7021484375, 2420.18017578125, 2205.600341796875, 2331.2333984375, 2276.80517578125, 2475.882568359375, 2148.79638671875, 2395.676513671875, 2381.91259765625, 2311.466552734375, 2447.5634765625, 2332.38232421875, 2517.84033203125, 2130.53515625, 2194.0751953125, 2458.4814453125, 2338.6611328125, 2305.427978515625, 2358.33154296875, 2397.078125, 2335.984130859375, 2265.302001953125], 'val_loss': [70.1500015258789, 32.08451461791992, 31.408557891845703, 29.544193267822266, 32.168548583984375, 27.69682502746582, 27.536266326904297, 26.905315399169922, 27.702251434326172, 28.900495529174805, 28.83770179748535, 26.231666564941406, 26.835901260375977, 27.237491607666016, 29.013086318969727, 26.549610137939453, 26.200668334960938, 26.925765991210938, 25.755109786987305, 25.8768367767334, 26.611114501953125, 25.876731872558594, 25.732337951660156, 25.843080520629883, 25.72955894470215, 25.847673416137695, 25.774063110351562, 26.841331481933594, 25.96192169189453, 25.710861206054688, 25.691423416137695, 25.68164825439453, 25.650203704833984, 25.816909790039062, 25.64381217956543, 25.86322784423828, 25.686140060424805, 25.66644859313965, 25.6312313079834, 25.57879638671875, 25.591693878173828, 25.58295440673828, 25.565248489379883, 25.574026107788086, 25.56313133239746, 26.036537170410156, 25.621631622314453, 25.620105743408203, 25.66659164428711, 25.63187026977539], 'val_mae': [70.1500015258789, 32.08451461791992, 31.408557891845703, 29.544193267822266, 32.168548583984375, 27.69682502746582, 27.536266326904297, 26.905315399169922, 27.702251434326172, 28.900495529174805, 28.83770179748535, 26.231666564941406, 26.835901260375977, 27.237491607666016, 29.013086318969727, 26.549610137939453, 26.200668334960938, 26.925765991210938, 25.755109786987305, 25.8768367767334, 26.611114501953125, 25.876731872558594, 25.732337951660156, 25.843080520629883, 25.72955894470215, 25.847673416137695, 25.774063110351562, 26.841331481933594, 25.96192169189453, 25.710861206054688, 25.691423416137695, 25.68164825439453, 25.650203704833984, 25.816909790039062, 25.64381217956543, 25.86322784423828, 25.686140060424805, 25.66644859313965, 25.6312313079834, 25.57879638671875, 25.591693878173828, 25.58295440673828, 25.565248489379883, 25.574026107788086, 25.56313133239746, 26.036537170410156, 25.621631622314453, 25.620105743408203, 25.66659164428711, 25.63187026977539], 'val_mse': [16695.15234375, 1698.3614501953125, 1626.1722412109375, 1401.253662109375, 1712.227294921875, 1282.7205810546875, 1254.769287109375, 1206.9771728515625, 1303.6357421875, 1299.38720703125, 1451.9476318359375, 1175.7945556640625, 1239.2042236328125, 1255.4471435546875, 1472.568115234375, 1198.8330078125, 1152.9564208984375, 1242.8023681640625, 1134.8270263671875, 1139.3731689453125, 1159.66259765625, 1142.068603515625, 1128.665771484375, 1131.81787109375, 1132.9151611328125, 1133.10888671875, 1121.27685546875, 1237.6031494140625, 1153.793212890625, 1124.50830078125, 1129.1756591796875, 1131.6605224609375, 1122.1412353515625, 1145.5137939453125, 1123.119384765625, 1119.2352294921875, 1138.0028076171875, 1122.6170654296875, 1117.0167236328125, 1126.173095703125, 1121.637939453125, 1120.494384765625, 1131.2108154296875, 1123.035400390625, 1126.732177734375, 1164.3946533203125, 1127.361328125, 1128.2476806640625, 1133.17431640625, 1132.0599365234375], 'learning_rate': [0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.004999999888241291, 0.004999999888241291, 0.004999999888241291, 0.004999999888241291, 0.0024999999441206455, 0.0024999999441206455, 0.0024999999441206455, 0.0024999999441206455, 0.0024999999441206455, 0.0024999999441206455, 0.0024999999441206455, 0.0012499999720603228, 0.0012499999720603228, 0.0012499999720603228, 0.0012499999720603228, 0.0012499999720603228, 0.0012499999720603228, 0.0006249999860301614, 0.0006249999860301614, 0.0006249999860301614, 0.0006249999860301614, 0.0006249999860301614, 0.0006249999860301614, 0.0006249999860301614, 0.0006249999860301614, 0.0006249999860301614, 0.0006249999860301614, 0.0003124999930150807, 0.0003124999930150807, 0.0003124999930150807, 0.0003124999930150807, 0.0003124999930150807, 0.0003124999930150807, 0.0003124999930150807, 0.0003124999930150807, 0.0003124999930150807, 0.0003124999930150807, 0.00015624999650754035, 0.00015624999650754035]}"
55,adam,"[32, 32]",0.2,150,32,28.597239,1570.244686,0.896971,23.262981,73,"{'loss': [83.57550048828125, 77.79945373535156, 66.0250015258789, 49.19575119018555, 35.204586029052734, 33.6505126953125, 33.09101486206055, 32.27603530883789, 32.391822814941406, 32.439064025878906, 32.314151763916016, 32.81218338012695, 32.1676025390625, 32.069339752197266, 32.175811767578125, 32.2015495300293, 32.29644012451172, 31.730504989624023, 31.612686157226562, 31.262500762939453, 31.76116180419922, 31.40915870666504, 31.697839736938477, 31.6268310546875, 31.052762985229492, 31.763713836669922, 30.951087951660156, 31.46529197692871, 31.306100845336914, 31.572444915771484, 31.51718521118164, 31.166412353515625, 31.13043785095215, 31.37537384033203, 30.887632369995117, 30.7985782623291, 31.26329231262207, 31.008846282958984, 30.627256393432617, 30.713848114013672, 31.273487091064453, 30.618623733520508, 30.884145736694336, 30.934490203857422, 30.674524307250977, 30.825767517089844, 30.721097946166992, 30.794692993164062, 30.580358505249023, 30.704015731811523, 30.557437896728516, 30.631711959838867, 30.57295799255371, 30.53252410888672, 30.89411735534668, 30.45003890991211, 30.866069793701172, 30.67535972595215, 30.641603469848633, 30.737571716308594, 30.946918487548828, 30.56864356994629, 30.828466415405273, 30.276100158691406, 30.500112533569336, 30.2200984954834, 30.248023986816406, 30.652681350708008, 31.12250518798828, 31.24361228942871, 30.526050567626953, 30.390501022338867, 30.805971145629883], 'mae': [83.57550048828125, 77.79945373535156, 66.0250015258789, 49.19575119018555, 35.204586029052734, 33.6505126953125, 33.09101486206055, 32.27603530883789, 32.391822814941406, 32.439064025878906, 32.314151763916016, 32.81218338012695, 32.1676025390625, 32.069339752197266, 32.175811767578125, 32.2015495300293, 32.29644012451172, 31.730504989624023, 31.612686157226562, 31.262500762939453, 31.76116180419922, 31.40915870666504, 31.697839736938477, 31.6268310546875, 31.052762985229492, 31.763713836669922, 30.951087951660156, 31.46529197692871, 31.306100845336914, 31.572444915771484, 31.51718521118164, 31.166412353515625, 31.13043785095215, 31.37537384033203, 30.887632369995117, 30.7985782623291, 31.26329231262207, 31.008846282958984, 30.627256393432617, 30.713848114013672, 31.273487091064453, 30.618623733520508, 30.884145736694336, 30.934490203857422, 30.674524307250977, 30.825767517089844, 30.721097946166992, 30.794692993164062, 30.580358505249023, 30.704015731811523, 30.557437896728516, 30.631711959838867, 30.57295799255371, 30.53252410888672, 30.89411735534668, 30.45003890991211, 30.866069793701172, 30.67535972595215, 30.641603469848633, 30.737571716308594, 30.946918487548828, 30.56864356994629, 30.828466415405273, 30.276100158691406, 30.500112533569336, 30.2200984954834, 30.248023986816406, 30.652681350708008, 31.12250518798828, 31.24361228942871, 30.526050567626953, 30.390501022338867, 30.805971145629883], 'mse': [21006.376953125, 18679.408203125, 13353.3173828125, 6577.3466796875, 2992.979736328125, 2646.610595703125, 2663.556884765625, 2433.591552734375, 2498.4208984375, 2468.60205078125, 2410.453857421875, 2562.81787109375, 2435.054443359375, 2348.937255859375, 2404.8876953125, 2323.344482421875, 2480.2470703125, 2354.844482421875, 2274.006103515625, 2255.604736328125, 2339.497314453125, 2216.30908203125, 2237.019775390625, 2271.381591796875, 2073.80029296875, 2288.4423828125, 2094.80859375, 2224.715087890625, 2220.94287109375, 2159.05615234375, 2246.9208984375, 2094.208251953125, 2176.93017578125, 2291.34228515625, 1986.9241943359375, 2007.058837890625, 2072.264404296875, 2100.4697265625, 1975.9375, 1907.1075439453125, 2049.502197265625, 1954.5543212890625, 1997.0150146484375, 2042.211669921875, 1941.4854736328125, 1923.0562744140625, 1899.323486328125, 1904.70849609375, 1837.45458984375, 1927.67138671875, 1896.8641357421875, 1971.3934326171875, 1897.842529296875, 1854.5244140625, 2035.5218505859375, 1898.216552734375, 1933.0899658203125, 1857.3277587890625, 1847.7664794921875, 1908.6737060546875, 1936.0103759765625, 1874.021728515625, 1968.7958984375, 1846.4544677734375, 1889.962158203125, 1833.4261474609375, 1901.583740234375, 2028.463134765625, 1999.1485595703125, 2133.1767578125, 1890.44189453125, 1799.3128662109375, 1952.6258544921875], 'val_loss': [86.38783264160156, 75.48072814941406, 59.7031364440918, 36.76527404785156, 27.05950355529785, 26.72980499267578, 27.017019271850586, 26.701143264770508, 26.620899200439453, 26.513568878173828, 26.436721801757812, 26.666492462158203, 26.31246566772461, 26.255287170410156, 26.245100021362305, 26.171283721923828, 26.101242065429688, 26.129356384277344, 26.081663131713867, 26.103742599487305, 25.97258949279785, 25.98318862915039, 26.028404235839844, 25.906494140625, 25.896427154541016, 25.84151840209961, 26.1518497467041, 25.823429107666016, 25.845523834228516, 25.960912704467773, 25.792112350463867, 25.77984046936035, 26.02178192138672, 25.913097381591797, 25.684173583984375, 25.650880813598633, 25.702871322631836, 25.665597915649414, 25.739620208740234, 25.72043228149414, 25.63789939880371, 25.67083168029785, 25.594388961791992, 25.719783782958984, 25.52811622619629, 25.595462799072266, 25.528499603271484, 25.5082950592041, 25.51103401184082, 25.603084564208984, 25.538904190063477, 25.51215171813965, 25.485137939453125, 25.508806228637695, 25.48768424987793, 25.50426483154297, 25.491106033325195, 25.482847213745117, 25.49573516845703, 25.53684425354004, 25.4964656829834, 25.487255096435547, 25.468250274658203, 25.475608825683594, 25.463363647460938, 25.45973777770996, 25.458253860473633, 25.457338333129883, 25.4615478515625, 25.468191146850586, 25.46927833557129, 25.46642303466797, 25.46589469909668], 'val_mae': [86.38783264160156, 75.48072814941406, 59.7031364440918, 36.76527404785156, 27.05950355529785, 26.72980499267578, 27.017019271850586, 26.701143264770508, 26.620899200439453, 26.513568878173828, 26.436721801757812, 26.666492462158203, 26.31246566772461, 26.25528335571289, 26.245100021362305, 26.171281814575195, 26.101242065429688, 26.129356384277344, 26.081663131713867, 26.103742599487305, 25.97258949279785, 25.98318862915039, 26.028404235839844, 25.906494140625, 25.896427154541016, 25.84151840209961, 26.1518497467041, 25.823429107666016, 25.845523834228516, 25.960912704467773, 25.792112350463867, 25.77984046936035, 26.02178192138672, 25.913097381591797, 25.684173583984375, 25.650880813598633, 25.702871322631836, 25.665597915649414, 25.739620208740234, 25.72043228149414, 25.637897491455078, 25.67083168029785, 25.594388961791992, 25.719783782958984, 25.52811622619629, 25.595462799072266, 25.528499603271484, 25.5082950592041, 25.51103401184082, 25.603084564208984, 25.538904190063477, 25.51215171813965, 25.485137939453125, 25.508806228637695, 25.48768424987793, 25.50426483154297, 25.491106033325195, 25.482847213745117, 25.49573516845703, 25.53684425354004, 25.4964656829834, 25.487255096435547, 25.468250274658203, 25.475608825683594, 25.463363647460938, 25.45973777770996, 25.458253860473633, 25.457338333129883, 25.4615478515625, 25.468191146850586, 25.46927833557129, 25.46642303466797, 25.46589469909668], 'val_mse': [25075.40234375, 20074.95703125, 11532.2275390625, 2934.5654296875, 1261.1641845703125, 1207.1702880859375, 1266.7445068359375, 1239.0489501953125, 1220.8658447265625, 1199.1309814453125, 1200.7064208984375, 1236.2362060546875, 1179.213134765625, 1185.9384765625, 1176.8941650390625, 1162.0968017578125, 1167.902099609375, 1151.9588623046875, 1161.205322265625, 1153.955810546875, 1161.4954833984375, 1155.1829833984375, 1165.6962890625, 1150.5264892578125, 1146.6016845703125, 1142.65966796875, 1144.709228515625, 1148.30078125, 1148.9449462890625, 1146.1455078125, 1145.724609375, 1142.0484619140625, 1150.733642578125, 1139.669189453125, 1132.4061279296875, 1141.1607666015625, 1138.1856689453125, 1126.2857666015625, 1127.5772705078125, 1130.3017578125, 1126.06298828125, 1119.7293701171875, 1123.914794921875, 1124.3701171875, 1128.0050048828125, 1130.479736328125, 1125.49853515625, 1124.402587890625, 1119.7655029296875, 1120.4798583984375, 1119.2008056640625, 1122.31640625, 1120.462890625, 1114.839111328125, 1117.9947509765625, 1121.3193359375, 1117.406982421875, 1117.6671142578125, 1114.450927734375, 1113.4102783203125, 1113.5103759765625, 1114.013671875, 1114.5965576171875, 1113.97900390625, 1114.6038818359375, 1116.356689453125, 1117.6170654296875, 1116.2474365234375, 1115.9263916015625, 1115.6109619140625, 1117.0196533203125, 1116.876220703125, 1116.1290283203125], 'learning_rate': [0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0005000000237487257, 0.0005000000237487257, 0.0005000000237487257, 0.0005000000237487257, 0.0005000000237487257, 0.0005000000237487257, 0.0005000000237487257, 0.0005000000237487257, 0.0005000000237487257, 0.0005000000237487257, 0.0005000000237487257, 0.0005000000237487257, 0.0002500000118743628, 0.0002500000118743628, 0.0002500000118743628, 0.0002500000118743628, 0.0002500000118743628, 0.0001250000059371814, 0.0001250000059371814, 0.0001250000059371814, 0.0001250000059371814, 0.0001250000059371814, 6.25000029685907e-05, 6.25000029685907e-05, 6.25000029685907e-05, 6.25000029685907e-05, 6.25000029685907e-05, 6.25000029685907e-05, 6.25000029685907e-05, 6.25000029685907e-05, 6.25000029685907e-05, 6.25000029685907e-05, 3.125000148429535e-05, 3.125000148429535e-05]}"
